,x,y,command
956,393.3080454078326,51.55366561165908,1
957,394.24083914351814,51.91291871333073,1
958,395.13310733128964,52.36350103154333,1
959,395.9759347223595,52.90091049671598,1
960,396.7609000640379,53.519777491116656,0
961,397.48016024210585,54.213918500307514,0
962,398.1265286466199,54.97639789677724,0
963,398.6935469781431,55.7995972384385,0
964,399.17554977693817,56.67529138958291,0
965,399.5677210303686,57.594730703718255,0
966,399.86614229290456,58.54872844714393,0
967,400.0903168212249,59.52323390525637,0
968,400.4859318743029,61.0958008326113,0
969,402.01872651335293,65.8550592406513,0
970,403.551521152403,70.61431764869131,1
971,405.084315791453,75.37357605673131,1
972,406.61711043050303,80.1328344647713,1
973,408.1499050695531,84.8920928728113,1
974,409.68269970860314,89.65135128085132,1
975,411.2154943476532,94.41060968889131,1
976,412.74828898670324,99.16986809693131,1
977,414.28108362575324,103.92912650497132,1
978,415.8138782648033,108.68838491301132,1
979,417.34667290385335,113.44764332105132,1
980,418.8794675429034,118.20690172909131,0
981,420.41226218195345,122.96616013713131,0
982,421.9450568210035,127.72541854517132,0
983,423.4778514600535,132.4846769532113,0
984,425.01064609910355,137.24393536125132,0
985,426.5434407381536,142.00319376929133,0
986,428.07623537720366,146.76245217733134,0
987,429.6090300162537,151.52171058537132,0
988,431.14182465530376,156.28096899341134,0
989,432.67461929435376,161.04022740145132,0
990,434.2074139334038,165.79948580949133,1
991,435.74020857245387,170.55874421753134,1
992,437.2730032115039,175.31800262557132,1
993,438.805797850554,180.0772610336113,1
994,440.338592489604,184.83651944165132,1
995,441.871387128654,189.59577784969133,1
996,443.4041817677041,194.35503625773134,1
997,444.9369764067541,199.11429466577133,1
998,446.4697710458042,203.87355307381134,1
999,448.00256568485423,208.63281148185135,1
1000,449.5353603239043,213.39206988989136,0
1001,451.0681549629543,218.15132829793131,0
1002,452.60094960200433,222.91058670597133,0
1003,454.1337442410544,227.66984511401134,0
1004,455.66653888010444,232.42910352205135,0
1005,457.1993335191545,237.18836193009133,0
1006,458.73212815820455,241.94762033813134,0
1007,460.26492279725454,246.70687874617136,0
1008,461.7977174363046,251.46613715421137,0
1009,463.33051207535465,256.2253955622514,0
1010,464.8633067144047,260.98465397029133,1
1011,466.3961013534547,265.74391237833134,1
1012,467.92889599250475,270.50317078637136,1
1013,469.4616906315548,275.26242919441137,1
1014,470.99448527060486,280.0216876024514,1
1015,472.5272799096549,284.78094601049133,1
1016,474.06007454870496,289.54020441853135,1
1017,475.592869187755,294.29946282657136,1
1018,477.12566382680507,299.0587212346113,1
1019,478.65845846585506,303.8179796426514,1
1020,480.1912531049051,308.57723805069134,0
1021,481.72404774395517,313.33649645873135,0
1022,483.2568423830052,318.09575486677136,0
1023,484.7896370220552,322.85501327481137,0
1024,486.32243166110527,327.6142716828514,0
1025,487.8552263001553,332.3735300908914,0
1026,489.3880209392054,337.13278849893135,0
1027,490.92081557825543,341.89204690697136,0
1028,492.4536102173055,346.65130531501137,0
1029,493.98640485635553,351.4105637230514,0
1030,495.5191994954056,356.1698221310914,1
